run_id,protocol_version,run_group,training_scope,method,method_label,dataset,seed,alpha,output_root,final_result_dir,implementation_status,run_status,preflight_required,preflight_status,model,federated_optimizer,client_optimizer,client_num_in_total,client_num_per_round,comm_round,epochs,batch_size,partition_method,partition_alpha,data_cache_dir,learning_rate,learning_rate_status,weight_decay,critic_multiplier,server_learning_rate,gradient_clip_norm,simple_model_selection_epochs,f_history_model_selection_epochs,model_selection_batch_size,using_gpu,gpu_id,notes
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_z_fedgda_d_seed3_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedgda_d,FedGDA-D,femnist_z,3,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_z/fedgda_d/seed_3/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_z_fedgda_d_seed3_alpha0p5,ready_for_preflight,not_started,True,not_started,lr,FedAvg,sgd,1000,1000,500,3,0,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_z_fedgda_s_seed3_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedgda_s,FedGDA-S,femnist_z,3,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_z/fedgda_s/seed_3/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_z_fedgda_s_seed3_alpha0p5,ready_pending_stochastic_smoke,not_started,False,not_required,lr,FedAvg,sgd,1000,10,500,3,256,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_z_fedogda_d_seed3_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedogda_d,FedOGDA-D,femnist_z,3,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_z/fedogda_d/seed_3/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_z_fedogda_d_seed3_alpha0p5,ready_for_preflight,not_started,True,not_started,lr,FedAvg,ogda,1000,1000,500,3,0,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_z_fedogda_s_seed3_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedogda_s,FedOGDA-S,femnist_z,3,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_z/fedogda_s/seed_3/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_z_fedogda_s_seed3_alpha0p5,ready_pending_stochastic_smoke,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_z_fedgda_d_seed4_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedgda_d,FedGDA-D,femnist_z,4,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_z/fedgda_d/seed_4/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_z_fedgda_d_seed4_alpha0p5,ready_for_preflight,not_started,True,not_started,lr,FedAvg,sgd,1000,1000,500,3,0,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_z_fedgda_s_seed4_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedgda_s,FedGDA-S,femnist_z,4,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_z/fedgda_s/seed_4/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_z_fedgda_s_seed4_alpha0p5,ready_pending_stochastic_smoke,not_started,False,not_required,lr,FedAvg,sgd,1000,10,500,3,256,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_z_fedogda_d_seed4_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedogda_d,FedOGDA-D,femnist_z,4,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_z/fedogda_d/seed_4/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_z_fedogda_d_seed4_alpha0p5,ready_for_preflight,not_started,True,not_started,lr,FedAvg,ogda,1000,1000,500,3,0,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_z_fedogda_s_seed4_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedogda_s,FedOGDA-S,femnist_z,4,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_z/fedogda_s/seed_4/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_z_fedogda_s_seed4_alpha0p5,ready_pending_stochastic_smoke,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedgda_d_seed0_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedgda_d,FedGDA-D,femnist_xz,0,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_xz/fedgda_d/seed_0/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedgda_d_seed0_alpha0p5,ready_for_preflight,not_started,True,not_started,lr,FedAvg,sgd,1000,1000,500,3,0,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedgda_s_seed0_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedgda_s,FedGDA-S,femnist_xz,0,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_xz/fedgda_s/seed_0/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedgda_s_seed0_alpha0p5,ready_pending_stochastic_smoke,not_started,False,not_required,lr,FedAvg,sgd,1000,10,500,3,256,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedogda_d_seed0_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedogda_d,FedOGDA-D,femnist_xz,0,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_xz/fedogda_d/seed_0/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedogda_d_seed0_alpha0p5,ready_for_preflight,not_started,True,not_started,lr,FedAvg,ogda,1000,1000,500,3,0,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedogda_s_seed0_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedogda_s,FedOGDA-S,femnist_xz,0,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_xz/fedogda_s/seed_0/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedogda_s_seed0_alpha0p5,ready_pending_stochastic_smoke,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedgda_d_seed1_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedgda_d,FedGDA-D,femnist_xz,1,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_xz/fedgda_d/seed_1/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedgda_d_seed1_alpha0p5,ready_for_preflight,not_started,True,not_started,lr,FedAvg,sgd,1000,1000,500,3,0,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedgda_s_seed1_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedgda_s,FedGDA-S,femnist_xz,1,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_xz/fedgda_s/seed_1/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedgda_s_seed1_alpha0p5,ready_pending_stochastic_smoke,not_started,False,not_required,lr,FedAvg,sgd,1000,10,500,3,256,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedogda_d_seed1_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedogda_d,FedOGDA-D,femnist_xz,1,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_xz/fedogda_d/seed_1/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedogda_d_seed1_alpha0p5,ready_for_preflight,not_started,True,not_started,lr,FedAvg,ogda,1000,1000,500,3,0,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedogda_s_seed1_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedogda_s,FedOGDA-S,femnist_xz,1,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_xz/fedogda_s/seed_1/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedogda_s_seed1_alpha0p5,ready_pending_stochastic_smoke,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedgda_d_seed2_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedgda_d,FedGDA-D,femnist_xz,2,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_xz/fedgda_d/seed_2/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedgda_d_seed2_alpha0p5,ready_for_preflight,not_started,True,not_started,lr,FedAvg,sgd,1000,1000,500,3,0,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedgda_s_seed2_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedgda_s,FedGDA-S,femnist_xz,2,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_xz/fedgda_s/seed_2/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedgda_s_seed2_alpha0p5,ready_pending_stochastic_smoke,not_started,False,not_required,lr,FedAvg,sgd,1000,10,500,3,256,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedogda_d_seed2_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedogda_d,FedOGDA-D,femnist_xz,2,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_xz/fedogda_d/seed_2/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedogda_d_seed2_alpha0p5,ready_for_preflight,not_started,True,not_started,lr,FedAvg,ogda,1000,1000,500,3,0,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedogda_s_seed2_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedogda_s,FedOGDA-S,femnist_xz,2,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_xz/fedogda_s/seed_2/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedogda_s_seed2_alpha0p5,ready_pending_stochastic_smoke,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedgda_d_seed3_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedgda_d,FedGDA-D,femnist_xz,3,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_xz/fedgda_d/seed_3/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedgda_d_seed3_alpha0p5,ready_for_preflight,not_started,True,not_started,lr,FedAvg,sgd,1000,1000,500,3,0,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedgda_s_seed3_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedgda_s,FedGDA-S,femnist_xz,3,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_xz/fedgda_s/seed_3/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedgda_s_seed3_alpha0p5,ready_pending_stochastic_smoke,not_started,False,not_required,lr,FedAvg,sgd,1000,10,500,3,256,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedogda_d_seed3_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedogda_d,FedOGDA-D,femnist_xz,3,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_xz/fedogda_d/seed_3/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedogda_d_seed3_alpha0p5,ready_for_preflight,not_started,True,not_started,lr,FedAvg,ogda,1000,1000,500,3,0,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedogda_s_seed3_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedogda_s,FedOGDA-S,femnist_xz,3,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_xz/fedogda_s/seed_3/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedogda_s_seed3_alpha0p5,ready_pending_stochastic_smoke,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedgda_d_seed4_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedgda_d,FedGDA-D,femnist_xz,4,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_xz/fedgda_d/seed_4/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedgda_d_seed4_alpha0p5,ready_for_preflight,not_started,True,not_started,lr,FedAvg,sgd,1000,1000,500,3,0,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedgda_s_seed4_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedgda_s,FedGDA-S,femnist_xz,4,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_xz/fedgda_s/seed_4/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedgda_s_seed4_alpha0p5,ready_pending_stochastic_smoke,not_started,False,not_required,lr,FedAvg,sgd,1000,10,500,3,256,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedogda_d_seed4_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedogda_d,FedOGDA-D,femnist_xz,4,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_xz/fedogda_d/seed_4/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedogda_d_seed4_alpha0p5,ready_for_preflight,not_started,True,not_started,lr,FedAvg,ogda,1000,1000,500,3,0,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedogda_s_seed4_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedogda_s,FedOGDA-S,femnist_xz,4,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/femnist_xz/fedogda_s/seed_4/rerun_protocol_v1_real_images_abs_alpha0p5_femnist_xz_fedogda_s_seed4_alpha0p5,ready_pending_stochastic_smoke,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_cifar10_x_fedgda_d_seed0_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedgda_d,FedGDA-D,cifar10_x,0,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/cifar10_x/fedgda_d/seed_0/rerun_protocol_v1_real_images_abs_alpha0p5_cifar10_x_fedgda_d_seed0_alpha0p5,ready_for_preflight,not_started,True,not_started,lr,FedAvg,sgd,1000,1000,500,3,0,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_cifar10_x_fedgda_s_seed0_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedgda_s,FedGDA-S,cifar10_x,0,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/cifar10_x/fedgda_s/seed_0/rerun_protocol_v1_real_images_abs_alpha0p5_cifar10_x_fedgda_s_seed0_alpha0p5,ready_pending_stochastic_smoke,not_started,False,not_required,lr,FedAvg,sgd,1000,10,500,3,256,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_cifar10_x_fedogda_d_seed0_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedogda_d,FedOGDA-D,cifar10_x,0,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/cifar10_x/fedogda_d/seed_0/rerun_protocol_v1_real_images_abs_alpha0p5_cifar10_x_fedogda_d_seed0_alpha0p5,ready_for_preflight,not_started,True,not_started,lr,FedAvg,ogda,1000,1000,500,3,0,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_cifar10_x_fedogda_s_seed0_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedogda_s,FedOGDA-S,cifar10_x,0,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/cifar10_x/fedogda_s/seed_0/rerun_protocol_v1_real_images_abs_alpha0p5_cifar10_x_fedogda_s_seed0_alpha0p5,ready_pending_stochastic_smoke,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
rerun_protocol_v1_real_images_abs_alpha0p5_cifar10_x_fedgda_d_seed1_alpha0p5,rerun_protocol_v1_real_images_abs_alpha0p5,real_images_abs_alpha_0p5,federated,fedgda_d,FedGDA-D,cifar10_x,1,0.5,results/rerun_protocol_v1_real_images_abs_alpha0p5,results/rerun_protocol_v1_real_images_abs_alpha0p5/cifar10_x/fedgda_d/seed_1/rerun_protocol_v1_real_images_abs_alpha0p5_cifar10_x_fedgda_d_seed1_alpha0p5,ready_for_preflight,not_started,True,not_started,lr,FedAvg,sgd,1000,1000,500,3,0,hetero,0.5,data,,to_be_selected_from_validation_tuning_grid,,10.0,1.5,1.0,100,60,200,True,,Real-image abs protocol; FEMNIST uses TFF Federated EMNIST only_digits=True; CIFAR-10 uses the standard torchvision CIFAR10 source; no data regeneration during launch.
