target_id,track,source_version,source_location,dataset_family,dataset,input_mode,scenario,true_function,algorithm_id,algorithm_family,training_scope,stochasticity,paper_method_label,paper_mapping_status,paper_target_available,target_status,target_mean_test_mse,target_std_test_mse,paper_reported_value,target_metric,target_num_runs,seed_values,curve_required,aggregate_test_mse_required,train_size,validation_size,test_size,model_architecture,partition_method,partition_alpha,paper_batch_size,paper_batch_size_status,y_standardization,learning_rate_tuning,checkpoint_selection_method,communication_rounds,total_clients,clients_per_round,local_epochs,server_learning_rate,weight_decay,gradient_clipping,paper_protocol_match_required,comparison_reference,tuning_rule,fairness_rule,test_tuning_allowed,our_result_status,our_completed_seeds,our_result_dir_pattern,our_mean_test_mse,our_std_test_mse,absolute_mean_gap,relative_mean_gap_pct,protocol_match_status,notes
paper_femnist_xz_sgda_s,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,femnist,xz,femnist_xz,,sgda_s,centralized,centralized,stochastic,DeepGMM-SGDA,direct_paper_mapping,true,published_paper_target,0.14,0.02,0.14 ± 0.02,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,,not_specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"Both X and Z are represented as images. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
extension_femnist_xz_oadam_d,extension,arXiv:2505.21012v1,No published target,high_dimensional,femnist,xz,femnist_xz,,oadam_d,centralized,centralized,deterministic,,not_separately_reported_in_paper,false,new_experiment_no_paper_target,,,,averaged_test_mse,5,not_fixed_extension,false,true,,,,,not_fixed_extension,,,not_applicable_extension,not_fixed_extension,not_fixed_extension,not_fixed_extension,,,,,,,,false,,validation_only,,false,not_started,,,,,,,not_applicable_extension,"Both X and Z are represented as images. Extension; no published numerical target."
paper_femnist_xz_oadam_s,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,femnist,xz,femnist_xz,,oadam_s,centralized,centralized,stochastic,DeepGMM-OAdam,direct_paper_mapping,true,published_paper_target,0.24,0.00,0.24 ± 0.00,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,,not_specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"Both X and Z are represented as images. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
paper_femnist_xz_fedgda_d,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,femnist,xz,femnist_xz,,fedgda_d,federated,federated,deterministic,FDeepGMM-GDA,direct_paper_mapping,true,published_paper_target,0.19,0.03,0.19 ± 0.03,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,,not_specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"Both X and Z are represented as images. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
paper_femnist_xz_fedgda_s,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,femnist,xz,femnist_xz,,fedgda_s,federated,federated,stochastic,FDeepGMM-SGDA,direct_paper_mapping,true,published_paper_target,0.20,0.00,0.20 ± 0.00,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,256,specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"Both X and Z are represented as images. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
extension_femnist_xz_fedogda_d,extension,arXiv:2505.21012v1,No published target,high_dimensional,femnist,xz,femnist_xz,,fedogda_d,federated,federated,deterministic,,not_in_paper,false,new_experiment_no_paper_target,,,,averaged_test_mse,5,not_fixed_extension,false,true,,,,,not_fixed_extension,,,not_applicable_extension,not_fixed_extension,not_fixed_extension,not_fixed_extension,,,,,,,,false,fedgda_d,validation_only,"same data splits, seeds, model architecture, client partition, training budget, and comparable tuning budget as paired FedGDA",false,not_started,,,,,,,not_applicable_extension,"Both X and Z are represented as images. Expected research hypothesis: FedOGDA may outperform paired FedGDA; outcome must be determined after validation-based tuning and held-out test evaluation."
extension_femnist_xz_fedogda_s,extension,arXiv:2505.21012v1,No published target,high_dimensional,femnist,xz,femnist_xz,,fedogda_s,federated,federated,stochastic,,not_in_paper,false,new_experiment_no_paper_target,,,,averaged_test_mse,5,not_fixed_extension,false,true,,,,,not_fixed_extension,,,not_applicable_extension,not_fixed_extension,not_fixed_extension,not_fixed_extension,,,,,,,,false,fedgda_s,validation_only,"same data splits, seeds, model architecture, client partition, training budget, and comparable tuning budget as paired FedGDA",false,not_started,,,,,,,not_applicable_extension,"Both X and Z are represented as images. Expected research hypothesis: FedOGDA may outperform paired FedGDA; outcome must be determined after validation-based tuning and held-out test evaluation."
paper_femnist_z_gda_d,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,femnist,z,femnist_z,,gda_d,centralized,centralized,deterministic,DeepGMM-GDA,direct_paper_mapping,true,published_paper_target,0.42,0.01,0.42 ± 0.01,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,,not_specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"X remains low-dimensional; Z is represented as an image. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
paper_femnist_z_sgda_s,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,femnist,z,femnist_z,,sgda_s,centralized,centralized,stochastic,DeepGMM-SGDA,direct_paper_mapping,true,published_paper_target,0.11,0.02,0.11 ± 0.02,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,,not_specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"X remains low-dimensional; Z is represented as an image. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
extension_femnist_z_oadam_d,extension,arXiv:2505.21012v1,No published target,high_dimensional,femnist,z,femnist_z,,oadam_d,centralized,centralized,deterministic,,not_separately_reported_in_paper,false,new_experiment_no_paper_target,,,,averaged_test_mse,5,not_fixed_extension,false,true,,,,,not_fixed_extension,,,not_applicable_extension,not_fixed_extension,not_fixed_extension,not_fixed_extension,,,,,,,,false,,validation_only,,false,not_started,,,,,,,not_applicable_extension,"X remains low-dimensional; Z is represented as an image. Extension; no published numerical target."
paper_femnist_z_oadam_s,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,femnist,z,femnist_z,,oadam_s,centralized,centralized,stochastic,DeepGMM-OAdam,direct_paper_mapping,true,published_paper_target,0.10,0.00,0.10 ± 0.00,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,,not_specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"X remains low-dimensional; Z is represented as an image. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
paper_femnist_z_fedgda_d,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,femnist,z,femnist_z,,fedgda_d,federated,federated,deterministic,FDeepGMM-GDA,direct_paper_mapping,true,published_paper_target,0.24,0.01,0.24 ± 0.01,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,,not_specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"X remains low-dimensional; Z is represented as an image. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
paper_femnist_z_fedgda_s,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,femnist,z,femnist_z,,fedgda_s,federated,federated,stochastic,FDeepGMM-SGDA,direct_paper_mapping,true,published_paper_target,0.23,0.01,0.23 ± 0.01,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,256,specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"X remains low-dimensional; Z is represented as an image. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
extension_femnist_z_fedogda_d,extension,arXiv:2505.21012v1,No published target,high_dimensional,femnist,z,femnist_z,,fedogda_d,federated,federated,deterministic,,not_in_paper,false,new_experiment_no_paper_target,,,,averaged_test_mse,5,not_fixed_extension,false,true,,,,,not_fixed_extension,,,not_applicable_extension,not_fixed_extension,not_fixed_extension,not_fixed_extension,,,,,,,,false,fedgda_d,validation_only,"same data splits, seeds, model architecture, client partition, training budget, and comparable tuning budget as paired FedGDA",false,not_started,,,,,,,not_applicable_extension,"X remains low-dimensional; Z is represented as an image. Expected research hypothesis: FedOGDA may outperform paired FedGDA; outcome must be determined after validation-based tuning and held-out test evaluation."
extension_femnist_z_fedogda_s,extension,arXiv:2505.21012v1,No published target,high_dimensional,femnist,z,femnist_z,,fedogda_s,federated,federated,stochastic,,not_in_paper,false,new_experiment_no_paper_target,,,,averaged_test_mse,5,not_fixed_extension,false,true,,,,,not_fixed_extension,,,not_applicable_extension,not_fixed_extension,not_fixed_extension,not_fixed_extension,,,,,,,,false,fedgda_s,validation_only,"same data splits, seeds, model architecture, client partition, training budget, and comparable tuning budget as paired FedGDA",false,not_started,,,,,,,not_applicable_extension,"X remains low-dimensional; Z is represented as an image. Expected research hypothesis: FedOGDA may outperform paired FedGDA; outcome must be determined after validation-based tuning and held-out test evaluation."
paper_cifar10_x_gda_d,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,cifar10,x,cifar10_x,,gda_d,centralized,centralized,deterministic,DeepGMM-GDA,direct_paper_mapping,true,published_paper_target,0.19,0.01,0.19 ± 0.01,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,,not_specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"X is represented as an image; Z remains low-dimensional. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
paper_cifar10_x_sgda_s,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,cifar10,x,cifar10_x,,sgda_s,centralized,centralized,stochastic,DeepGMM-SGDA,direct_paper_mapping,true,published_paper_target,0.20,0.08,0.20 ± 0.08,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,,not_specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"X is represented as an image; Z remains low-dimensional. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
extension_cifar10_x_oadam_d,extension,arXiv:2505.21012v1,No published target,high_dimensional,cifar10,x,cifar10_x,,oadam_d,centralized,centralized,deterministic,,not_separately_reported_in_paper,false,new_experiment_no_paper_target,,,,averaged_test_mse,5,not_fixed_extension,false,true,,,,,not_fixed_extension,,,not_applicable_extension,not_fixed_extension,not_fixed_extension,not_fixed_extension,,,,,,,,false,,validation_only,,false,not_started,,,,,,,not_applicable_extension,"X is represented as an image; Z remains low-dimensional. Extension; no published numerical target."
paper_cifar10_x_oadam_s,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,cifar10,x,cifar10_x,,oadam_s,centralized,centralized,stochastic,DeepGMM-OAdam,direct_paper_mapping,true,published_paper_target,0.55,0.30,0.55 ± 0.30,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,,not_specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"X is represented as an image; Z remains low-dimensional. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
paper_cifar10_x_fedgda_d,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,cifar10,x,cifar10_x,,fedgda_d,federated,federated,deterministic,FDeepGMM-GDA,direct_paper_mapping,true,published_paper_target,0.25,0.03,0.25 ± 0.03,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,,not_specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"X is represented as an image; Z remains low-dimensional. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
paper_cifar10_x_fedgda_s,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,cifar10,x,cifar10_x,,fedgda_s,federated,federated,stochastic,FDeepGMM-SGDA,direct_paper_mapping,true,published_paper_target,0.22,0.08,0.22 ± 0.08,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,256,specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"X is represented as an image; Z remains low-dimensional. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
extension_cifar10_x_fedogda_d,extension,arXiv:2505.21012v1,No published target,high_dimensional,cifar10,x,cifar10_x,,fedogda_d,federated,federated,deterministic,,not_in_paper,false,new_experiment_no_paper_target,,,,averaged_test_mse,5,not_fixed_extension,false,true,,,,,not_fixed_extension,,,not_applicable_extension,not_fixed_extension,not_fixed_extension,not_fixed_extension,,,,,,,,false,fedgda_d,validation_only,"same data splits, seeds, model architecture, client partition, training budget, and comparable tuning budget as paired FedGDA",false,not_started,,,,,,,not_applicable_extension,"X is represented as an image; Z remains low-dimensional. Expected research hypothesis: FedOGDA may outperform paired FedGDA; outcome must be determined after validation-based tuning and held-out test evaluation."
extension_cifar10_x_fedogda_s,extension,arXiv:2505.21012v1,No published target,high_dimensional,cifar10,x,cifar10_x,,fedogda_s,federated,federated,stochastic,,not_in_paper,false,new_experiment_no_paper_target,,,,averaged_test_mse,5,not_fixed_extension,false,true,,,,,not_fixed_extension,,,not_applicable_extension,not_fixed_extension,not_fixed_extension,not_fixed_extension,,,,,,,,false,fedgda_s,validation_only,"same data splits, seeds, model architecture, client partition, training budget, and comparable tuning budget as paired FedGDA",false,not_started,,,,,,,not_applicable_extension,"X is represented as an image; Z remains low-dimensional. Expected research hypothesis: FedOGDA may outperform paired FedGDA; outcome must be determined after validation-based tuning and held-out test evaluation."
paper_cifar10_xz_gda_d,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,cifar10,xz,cifar10_xz,,gda_d,centralized,centralized,deterministic,DeepGMM-GDA,direct_paper_mapping,true,published_paper_target,0.24,0.00,0.24 ± 0.00,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,,not_specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"Both X and Z are represented as images. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
paper_cifar10_xz_sgda_s,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,cifar10,xz,cifar10_xz,,sgda_s,centralized,centralized,stochastic,DeepGMM-SGDA,direct_paper_mapping,true,published_paper_target,0.19,0.03,0.19 ± 0.03,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,,not_specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"Both X and Z are represented as images. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
extension_cifar10_xz_oadam_d,extension,arXiv:2505.21012v1,No published target,high_dimensional,cifar10,xz,cifar10_xz,,oadam_d,centralized,centralized,deterministic,,not_separately_reported_in_paper,false,new_experiment_no_paper_target,,,,averaged_test_mse,5,not_fixed_extension,false,true,,,,,not_fixed_extension,,,not_applicable_extension,not_fixed_extension,not_fixed_extension,not_fixed_extension,,,,,,,,false,,validation_only,,false,not_started,,,,,,,not_applicable_extension,"Both X and Z are represented as images. Extension; no published numerical target."
paper_cifar10_xz_oadam_s,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,cifar10,xz,cifar10_xz,,oadam_s,centralized,centralized,stochastic,DeepGMM-OAdam,direct_paper_mapping,true,published_paper_target,0.40,0.11,0.40 ± 0.11,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,,not_specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"Both X and Z are represented as images. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
paper_cifar10_xz_fedgda_d,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,cifar10,xz,cifar10_xz,,fedgda_d,federated,federated,deterministic,FDeepGMM-GDA,direct_paper_mapping,true,published_paper_target,0.24,0.03,0.24 ± 0.03,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,,not_specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"Both X and Z are represented as images. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
paper_cifar10_xz_fedgda_s,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,cifar10,xz,cifar10_xz,,fedgda_s,federated,federated,stochastic,FDeepGMM-SGDA,direct_paper_mapping,true,published_paper_target,0.22,0.02,0.22 ± 0.02,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,256,specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"Both X and Z are represented as images. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
extension_cifar10_xz_fedogda_d,extension,arXiv:2505.21012v1,No published target,high_dimensional,cifar10,xz,cifar10_xz,,fedogda_d,federated,federated,deterministic,,not_in_paper,false,new_experiment_no_paper_target,,,,averaged_test_mse,5,not_fixed_extension,false,true,,,,,not_fixed_extension,,,not_applicable_extension,not_fixed_extension,not_fixed_extension,not_fixed_extension,,,,,,,,false,fedgda_d,validation_only,"same data splits, seeds, model architecture, client partition, training budget, and comparable tuning budget as paired FedGDA",false,not_started,,,,,,,not_applicable_extension,"Both X and Z are represented as images. Expected research hypothesis: FedOGDA may outperform paired FedGDA; outcome must be determined after validation-based tuning and held-out test evaluation."
extension_cifar10_xz_fedogda_s,extension,arXiv:2505.21012v1,No published target,high_dimensional,cifar10,xz,cifar10_xz,,fedogda_s,federated,federated,stochastic,,not_in_paper,false,new_experiment_no_paper_target,,,,averaged_test_mse,5,not_fixed_extension,false,true,,,,,not_fixed_extension,,,not_applicable_extension,not_fixed_extension,not_fixed_extension,not_fixed_extension,,,,,,,,false,fedgda_s,validation_only,"same data splits, seeds, model architecture, client partition, training budget, and comparable tuning budget as paired FedGDA",false,not_started,,,,,,,not_applicable_extension,"Both X and Z are represented as images. Expected research hypothesis: FedOGDA may outperform paired FedGDA; outcome must be determined after validation-based tuning and held-out test evaluation."
paper_cifar10_z_gda_d,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,cifar10,z,cifar10_z,,gda_d,centralized,centralized,deterministic,DeepGMM-GDA,direct_paper_mapping,true,published_paper_target,0.13,0.01,0.13 ± 0.01,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,,not_specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"X remains low-dimensional; Z is represented as an image. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
paper_cifar10_z_sgda_s,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,cifar10,z,cifar10_z,,sgda_s,centralized,centralized,stochastic,DeepGMM-SGDA,direct_paper_mapping,true,published_paper_target,0.24,0.01,0.24 ± 0.01,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,,not_specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"X remains low-dimensional; Z is represented as an image. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
extension_cifar10_z_oadam_d,extension,arXiv:2505.21012v1,No published target,high_dimensional,cifar10,z,cifar10_z,,oadam_d,centralized,centralized,deterministic,,not_separately_reported_in_paper,false,new_experiment_no_paper_target,,,,averaged_test_mse,5,not_fixed_extension,false,true,,,,,not_fixed_extension,,,not_applicable_extension,not_fixed_extension,not_fixed_extension,not_fixed_extension,,,,,,,,false,,validation_only,,false,not_started,,,,,,,not_applicable_extension,"X remains low-dimensional; Z is represented as an image. Extension; no published numerical target."
paper_cifar10_z_oadam_s,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,cifar10,z,cifar10_z,,oadam_s,centralized,centralized,stochastic,DeepGMM-OAdam,direct_paper_mapping,true,published_paper_target,0.13,0.03,0.13 ± 0.03,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,,not_specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"X remains low-dimensional; Z is represented as an image. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
paper_cifar10_z_fedgda_d,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,cifar10,z,cifar10_z,,fedgda_d,federated,federated,deterministic,FDeepGMM-GDA,direct_paper_mapping,true,published_paper_target,1.70,2.60,1.70 ± 2.60,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,,not_specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"X remains low-dimensional; Z is represented as an image. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
paper_cifar10_z_fedgda_s,paper_reproduction,arXiv:2505.21012v1,"Section 5; Figure 1; Table 1",high_dimensional,cifar10,z,cifar10_z,,fedgda_s,federated,federated,stochastic,FDeepGMM-SGDA,direct_paper_mapping,true,published_paper_target,0.52,0.60,0.52 ± 0.60,averaged_test_mse,5,not_provided_in_paper,false,true,20000,10000,10000,CNN,Dirichlet,0.3,256,specified_in_paper,zero_mean_unit_variance,extensive_grid_search,not_specified_in_paper,,,,,,,,true,,validation_only,,false,not_started,,,,,,,not_assessed_no_run,"X remains low-dimensional; Z is represented as an image. Communication rounds, client counts, local epochs, server learning rate, weight decay, and gradient clipping are not_specified_in_paper."
extension_cifar10_z_fedogda_d,extension,arXiv:2505.21012v1,No published target,high_dimensional,cifar10,z,cifar10_z,,fedogda_d,federated,federated,deterministic,,not_in_paper,false,new_experiment_no_paper_target,,,,averaged_test_mse,5,not_fixed_extension,false,true,,,,,not_fixed_extension,,,not_applicable_extension,not_fixed_extension,not_fixed_extension,not_fixed_extension,,,,,,,,false,fedgda_d,validation_only,"same data splits, seeds, model architecture, client partition, training budget, and comparable tuning budget as paired FedGDA",false,not_started,,,,,,,not_applicable_extension,"X remains low-dimensional; Z is represented as an image. Expected research hypothesis: FedOGDA may outperform paired FedGDA; outcome must be determined after validation-based tuning and held-out test evaluation."
extension_cifar10_z_fedogda_s,extension,arXiv:2505.21012v1,No published target,high_dimensional,cifar10,z,cifar10_z,,fedogda_s,federated,federated,stochastic,,not_in_paper,false,new_experiment_no_paper_target,,,,averaged_test_mse,5,not_fixed_extension,false,true,,,,,not_fixed_extension,,,not_applicable_extension,not_fixed_extension,not_fixed_extension,not_fixed_extension,,,,,,,,false,fedgda_s,validation_only,"same data splits, seeds, model architecture, client partition, training budget, and comparable tuning budget as paired FedGDA",false,not_started,,,,,,,not_applicable_extension,"X remains low-dimensional; Z is represented as an image. Expected research hypothesis: FedOGDA may outperform paired FedGDA; outcome must be determined after validation-based tuning and held-out test evaluation."
